any;comarca o Aran;sexe;nivell de formació assolit;concepte;estat;valor
2021;Alt Camp;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;4428
2021;Alt Camp;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4110
2021;Alt Camp;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3222
2021;Alt Camp;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2295
2021;Alt Camp;total;màsters universitaris i similars;població de 15 anys o més;;813
2021;Alt Camp;total;doctorat universitari;població de 15 anys o més;;219
2021;Alt Camp;total;total;població de 15 anys o més;;38208
2021;Alt Empordà;homes;analfabetisme;població de 15 anys o més;;129
2021;Alt Empordà;homes;educació primària incompleta;població de 15 anys o més;;2673
2021;Alt Empordà;homes;educació primària;població de 15 anys o més;;8577
2021;Alt Empordà;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;21888
2021;Alt Empordà;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;9246
2021;Alt Empordà;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5499
2021;Alt Empordà;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;3867
2021;Alt Empordà;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;4035
2021;Alt Empordà;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;3315
2021;Alt Empordà;homes;màsters universitaris i similars;població de 15 anys o més;;858
2021;Alt Empordà;homes;doctorat universitari;població de 15 anys o més;;402
2021;Alt Empordà;homes;total;població de 15 anys o més;;60489
2021;Alt Empordà;dones;analfabetisme;població de 15 anys o més;;210
2021;Alt Empordà;dones;educació primària incompleta;població de 15 anys o més;;3024
2021;Alt Empordà;dones;educació primària;població de 15 anys o més;;9276
2021;Alt Empordà;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;18819
2021;Alt Empordà;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;8976
2021;Alt Empordà;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5037
2021;Alt Empordà;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;3567
2021;Alt Empordà;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;5853
2021;Alt Empordà;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;4236
2021;Alt Empordà;dones;màsters universitaris i similars;població de 15 anys o més;;1206
2021;Alt Empordà;dones;doctorat universitari;població de 15 anys o més;;312
2021;Alt Empordà;dones;total;població de 15 anys o més;;60513
2021;Alt Empordà;total;analfabetisme;població de 15 anys o més;;336
2021;Alt Empordà;total;educació primària incompleta;població de 15 anys o més;;5697
2021;Alt Empordà;total;educació primària;població de 15 anys o més;;17850
2021;Alt Empordà;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;40710
2021;Alt Empordà;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;18222
2021;Alt Empordà;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;10539
2021;Alt Empordà;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;7431
2021;Alt Empordà;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;9888
2021;Alt Empordà;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;7551
2021;Alt Empordà;total;màsters universitaris i similars;població de 15 anys o més;;2064
2021;Alt Empordà;total;doctorat universitari;població de 15 anys o més;;714
2021;Alt Empordà;total;total;població de 15 anys o més;;121005
2021;Alt Penedès;homes;analfabetisme;població de 15 anys o més;;39
2021;Alt Penedès;homes;educació primària incompleta;població de 15 anys o més;;816
2021;Alt Penedès;homes;educació primària;població de 15 anys o més;;5181
2021;Alt Penedès;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;15612
2021;Alt Penedès;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;5115
2021;Alt Penedès;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;6213
2021;Alt Penedès;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4968
2021;Alt Penedès;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3750
2021;Alt Penedès;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2916
2021;Alt Penedès;homes;màsters universitaris i similars;població de 15 anys o més;;774
2021;Alt Penedès;homes;doctorat universitari;població de 15 anys o més;;348
2021;Alt Penedès;homes;total;població de 15 anys o més;;45735
2021;Alt Penedès;dones;analfabetisme;població de 15 anys o més;;141
2021;Alt Penedès;dones;educació primària incompleta;població de 15 anys o més;;1452
2021;Alt Penedès;dones;educació primària;població de 15 anys o més;;6471
2021;Alt Penedès;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;12759
2021;Alt Penedès;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;4989
2021;Alt Penedès;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5454
2021;Alt Penedès;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4440
2021;Alt Penedès;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;5310
2021;Alt Penedès;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;3798
2021;Alt Penedès;dones;màsters universitaris i similars;població de 15 anys o més;;1215
2021;Alt Penedès;dones;doctorat universitari;població de 15 anys o més;;324
2021;Alt Penedès;dones;total;població de 15 anys o més;;46359
2021;Alt Penedès;total;analfabetisme;població de 15 anys o més;;177
2021;Alt Penedès;total;educació primària incompleta;població de 15 anys o més;;2271
2021;Alt Penedès;total;educació primària;població de 15 anys o més;;11655
2021;Alt Penedès;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;28374
2021;Alt Penedès;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;10104
2021;Alt Penedès;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;11670
2021;Alt Penedès;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;9411
2021;Alt Penedès;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;9063
2021;Alt Penedès;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;6714
2021;Alt Penedès;total;màsters universitaris i similars;població de 15 anys o més;;1989
2021;Alt Penedès;total;doctorat universitari;població de 15 anys o més;;672
2021;Alt Penedès;total;total;població de 15 anys o més;;92094
2021;Alt Urgell;homes;analfabetisme;població de 15 anys o més;;12
2021;Alt Urgell;homes;educació primària incompleta;població de 15 anys o més;;249
2021;Alt Urgell;homes;educació primària;població de 15 anys o més;;1017
2021;Alt Urgell;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;2865
2021;Alt Urgell;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1380
2021;Alt Urgell;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1041
2021;Alt Urgell;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;831
2021;Alt Urgell;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;648
2021;Alt Urgell;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;570
2021;Alt Urgell;homes;màsters universitaris i similars;població de 15 anys o més;;183
2021;Alt Urgell;homes;doctorat universitari;població de 15 anys o més;;78
2021;Alt Urgell;homes;total;població de 15 anys o més;;8877
2021;Alt Urgell;dones;analfabetisme;població de 15 anys o més;;18
2021;Alt Urgell;dones;educació primària incompleta;població de 15 anys o més;;372
2021;Alt Urgell;dones;educació primària;població de 15 anys o més;;1158
2021;Alt Urgell;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;2304
2021;Alt Urgell;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1269
2021;Alt Urgell;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;849
2021;Alt Urgell;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;672
2021;Alt Urgell;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1143
2021;Alt Urgell;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;729
2021;Alt Urgell;dones;màsters universitaris i similars;població de 15 anys o més;;300
2021;Alt Urgell;dones;doctorat universitari;població de 15 anys o més;;72
2021;Alt Urgell;dones;total;població de 15 anys o més;;8889
2021;Alt Urgell;total;analfabetisme;població de 15 anys o més;;30
2021;Alt Urgell;total;educació primària incompleta;població de 15 anys o més;;621
2021;Alt Urgell;total;educació primària;població de 15 anys o més;;2175
2021;Alt Urgell;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;5169
2021;Alt Urgell;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;2649
2021;Alt Urgell;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1890
2021;Alt Urgell;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1506
2021;Alt Urgell;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1794
2021;Alt Urgell;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1299
2021;Alt Urgell;total;màsters universitaris i similars;població de 15 anys o més;;486
2021;Alt Urgell;total;doctorat universitari;població de 15 anys o més;;147
2021;Alt Urgell;total;total;població de 15 anys o més;;17766
2021;Alta Ribagorça;homes;analfabetisme;població de 15 anys o més;;3
2021;Alta Ribagorça;homes;educació primària incompleta;població de 15 anys o més;;48
2021;Alta Ribagorça;homes;educació primària;població de 15 anys o més;;174
2021;Alta Ribagorça;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;501
2021;Alta Ribagorça;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;270
2021;Alta Ribagorça;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;216
2021;Alta Ribagorça;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;198
2021;Alta Ribagorça;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;153
2021;Alta Ribagorça;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;141
2021;Alta Ribagorça;homes;màsters universitaris i similars;població de 15 anys o més;;30
2021;Alta Ribagorça;homes;doctorat universitari;població de 15 anys o més;;15
2021;Alta Ribagorça;homes;total;població de 15 anys o més;;1752
2021;Alta Ribagorça;dones;analfabetisme;població de 15 anys o més;;6
2021;Alta Ribagorça;dones;educació primària incompleta;població de 15 anys o més;;75
2021;Alta Ribagorça;dones;educació primària;població de 15 anys o més;;231
2021;Alta Ribagorça;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;375
2021;Alta Ribagorça;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;231
2021;Alta Ribagorça;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;132
2021;Alta Ribagorça;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;150
2021;Alta Ribagorça;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;246
2021;Alta Ribagorça;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;189
2021;Alta Ribagorça;dones;màsters universitaris i similars;població de 15 anys o més;;48
2021;Alta Ribagorça;dones;doctorat universitari;població de 15 anys o més;;15
2021;Alta Ribagorça;dones;total;població de 15 anys o més;;1701
2021;Alta Ribagorça;total;analfabetisme;població de 15 anys o més;;9
2021;Alta Ribagorça;total;educació primària incompleta;població de 15 anys o més;;123
2021;Alta Ribagorça;total;educació primària;població de 15 anys o més;;402
2021;Alta Ribagorça;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;873
2021;Alta Ribagorça;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;504
2021;Alta Ribagorça;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;348
2021;Alta Ribagorça;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;348
2021;Alta Ribagorça;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;399
2021;Alta Ribagorça;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;333
2021;Alta Ribagorça;total;màsters universitaris i similars;població de 15 anys o més;;81
2021;Alta Ribagorça;total;doctorat universitari;població de 15 anys o més;;33
2021;Alta Ribagorça;total;total;població de 15 anys o més;;3453
2021;Anoia;homes;analfabetisme;població de 15 anys o més;;66
2021;Anoia;homes;educació primària incompleta;població de 15 anys o més;;1116
2021;Anoia;homes;educació primària;població de 15 anys o més;;5394
2021;Anoia;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;19566
2021;Anoia;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;6090
2021;Anoia;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;7107
2021;Anoia;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;5562
2021;Anoia;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3711
2021;Anoia;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2652
2021;Anoia;homes;màsters universitaris i similars;població de 15 anys o més;;747
2021;Anoia;homes;doctorat universitari;població de 15 anys o més;;273
2021;Anoia;homes;total;població de 15 anys o més;;52278
2021;Anoia;dones;analfabetisme;població de 15 anys o més;;252
2021;Anoia;dones;educació primària incompleta;població de 15 anys o més;;2013
2021;Anoia;dones;educació primària;població de 15 anys o més;;6453
2021;Anoia;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;16461
2021;Anoia;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;5577
2021;Anoia;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5976
2021;Anoia;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;5058
2021;Anoia;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;5235
2021;Anoia;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;3468
2021;Anoia;dones;màsters universitaris i similars;població de 15 anys o més;;1188
2021;Anoia;dones;doctorat universitari;població de 15 anys o més;;237
2021;Anoia;dones;total;població de 15 anys o més;;51924
2021;Anoia;total;analfabetisme;població de 15 anys o més;;318
2021;Anoia;total;educació primària incompleta;població de 15 anys o més;;3132
2021;Anoia;total;educació primària;població de 15 anys o més;;11847
2021;Anoia;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;36024
2021;Anoia;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;11670
2021;Anoia;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;13080
2021;Anoia;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;10620
2021;Anoia;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;8946
2021;Anoia;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;6120
2021;Anoia;total;màsters universitaris i similars;població de 15 anys o més;;1932
2021;Anoia;total;doctorat universitari;població de 15 anys o més;;510
2021;Anoia;total;total;població de 15 anys o més;;104199
2021;Aran;homes;analfabetisme;població de 15 anys o més;;6
2021;Aran;homes;educació primària incompleta;població de 15 anys o més;;45
2021;Aran;homes;educació primària;població de 15 anys o més;;384
2021;Aran;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;1341
2021;Aran;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;735
2021;Aran;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;651
2021;Aran;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;513
2021;Aran;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;435
2021;Aran;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;372
2021;Aran;homes;màsters universitaris i similars;població de 15 anys o més;;78
2021;Aran;homes;doctorat universitari;població de 15 anys o més;;30
2021;Aran;homes;total;població de 15 anys o més;;4590
2021;Aran;dones;analfabetisme;població de 15 anys o més;;6
2021;Aran;dones;educació primària incompleta;població de 15 anys o més;;81
2021;Aran;dones;educació primària;població de 15 anys o més;;420
2021;Aran;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;1071
2021;Aran;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;729
2021;Aran;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;444
2021;Aran;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;399
2021;Aran;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;669
2021;Aran;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;396
2021;Aran;dones;màsters universitaris i similars;població de 15 anys o més;;123
2021;Aran;dones;doctorat universitari;població de 15 anys o més;;36
2021;Aran;dones;total;població de 15 anys o més;;4377
2021;Aran;total;analfabetisme;població de 15 anys o més;;12
2021;Aran;total;educació primària incompleta;població de 15 anys o més;;129
2021;Aran;total;educació primària;població de 15 anys o més;;807
2021;Aran;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;2412
2021;Aran;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1467
2021;Aran;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1098
2021;Aran;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;915
2021;Aran;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1101
2021;Aran;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;768
2021;Aran;total;màsters universitaris i similars;població de 15 anys o més;;198
2021;Aran;total;doctorat universitari;població de 15 anys o més;;63
2021;Aran;total;total;població de 15 anys o més;;8967
2021;Bages;homes;analfabetisme;població de 15 anys o més;;66
2021;Bages;homes;educació primària incompleta;població de 15 anys o més;;1764
2021;Bages;homes;educació primària;població de 15 anys o més;;8184
2021;Bages;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;27159
2021;Bages;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;8808
2021;Bages;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;9063
2021;Bages;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;7512
2021;Bages;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;6144
2021;Bages;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;4815
2021;Bages;homes;màsters universitaris i similars;població de 15 anys o més;;1263
2021;Bages;homes;doctorat universitari;població de 15 anys o més;;504
2021;Bages;homes;total;població de 15 anys o més;;75282
2021;Bages;dones;analfabetisme;població de 15 anys o més;;255
2021;Bages;dones;educació primària incompleta;població de 15 anys o més;;2856
2021;Bages;dones;educació primària;població de 15 anys o més;;10656
2021;Bages;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;23676
2021;Bages;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;8289
2021;Bages;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;7806
2021;Bages;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;6930
2021;Bages;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;8838
2021;Bages;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;5880
2021;Bages;dones;màsters universitaris i similars;població de 15 anys o més;;2016
2021;Bages;dones;doctorat universitari;població de 15 anys o més;;435
2021;Bages;dones;total;població de 15 anys o més;;77634
2021;Bages;total;analfabetisme;població de 15 anys o més;;321
2021;Bages;total;educació primària incompleta;població de 15 anys o més;;4617
2021;Bages;total;educació primària;població de 15 anys o més;;18840
2021;Bages;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;50832
2021;Bages;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;17097
2021;Bages;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;16869
2021;Bages;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;14442
2021;Bages;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;14982
2021;Bages;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;10695
2021;Bages;total;màsters universitaris i similars;població de 15 anys o més;;3282
2021;Bages;total;doctorat universitari;població de 15 anys o més;;939
2021;Bages;total;total;població de 15 anys o més;;152913
2021;Baix Camp;homes;analfabetisme;població de 15 anys o més;;321
2021;Baix Camp;homes;educació primària incompleta;població de 15 anys o més;;2214
2021;Baix Camp;homes;educació primària;població de 15 anys o més;;8040
2021;Baix Camp;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;27645
2021;Baix Camp;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;10356
2021;Baix Camp;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;8943
2021;Baix Camp;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;8082
2021;Baix Camp;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;6330
2021;Baix Camp;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;5409
2021;Baix Camp;homes;màsters universitaris i similars;població de 15 anys o més;;1644
2021;Baix Camp;homes;doctorat universitari;població de 15 anys o més;;615
2021;Baix Camp;homes;total;població de 15 anys o més;;79596
2021;Baix Camp;dones;analfabetisme;població de 15 anys o més;;855
2021;Baix Camp;dones;educació primària incompleta;població de 15 anys o més;;3711
2021;Baix Camp;dones;educació primària;població de 15 anys o més;;9948
2021;Baix Camp;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;24573
2021;Baix Camp;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;10044
2021;Baix Camp;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;8589
2021;Baix Camp;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;7359
2021;Baix Camp;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;8943
2021;Baix Camp;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;6351
2021;Baix Camp;dones;màsters universitaris i similars;població de 15 anys o més;;2649
2021;Baix Camp;dones;doctorat universitari;població de 15 anys o més;;645
2021;Baix Camp;dones;total;població de 15 anys o més;;83670
2021;Baix Camp;total;analfabetisme;població de 15 anys o més;;1179
2021;Baix Camp;total;educació primària incompleta;població de 15 anys o més;;5922
2021;Baix Camp;total;educació primària;població de 15 anys o més;;17988
2021;Baix Camp;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;52215
2021;Baix Camp;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;20400
2021;Baix Camp;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;17532
2021;Baix Camp;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;15438
2021;Baix Camp;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;15273
2021;Baix Camp;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;11760
2021;Baix Camp;total;màsters universitaris i similars;població de 15 anys o més;;4296
2021;Baix Camp;total;doctorat universitari;població de 15 anys o més;;1263
2021;Baix Camp;total;total;població de 15 anys o més;;163266
2021;Baix Ebre;homes;analfabetisme;població de 15 anys o més;;33
2021;Baix Ebre;homes;educació primària incompleta;població de 15 anys o més;;1329
2021;Baix Ebre;homes;educació primària;població de 15 anys o més;;4536
2021;Baix Ebre;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;12759
2021;Baix Ebre;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;4077
2021;Baix Ebre;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;3876
2021;Baix Ebre;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;2901
2021;Baix Ebre;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;2169
2021;Baix Ebre;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1659
2021;Baix Ebre;homes;màsters universitaris i similars;població de 15 anys o més;;630
2021;Baix Ebre;homes;doctorat universitari;població de 15 anys o més;;180
2021;Baix Ebre;homes;total;població de 15 anys o més;;34146
2021;Baix Ebre;dones;analfabetisme;població de 15 anys o més;;99
2021;Baix Ebre;dones;educació primària incompleta;població de 15 anys o més;;1791
2021;Baix Ebre;dones;educació primària;població de 15 anys o més;;5580
2021;Baix Ebre;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;10206
2021;Baix Ebre;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;3741
2021;Baix Ebre;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;3297
2021;Baix Ebre;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;2499
2021;Baix Ebre;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3216
2021;Baix Ebre;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2010
2021;Baix Ebre;dones;màsters universitaris i similars;població de 15 anys o més;;1008
2021;Baix Ebre;dones;doctorat universitari;població de 15 anys o més;;144
2021;Baix Ebre;dones;total;població de 15 anys o més;;33594
2021;Baix Ebre;total;analfabetisme;població de 15 anys o més;;132
2021;Baix Ebre;total;educació primària incompleta;població de 15 anys o més;;3120
2021;Baix Ebre;total;educació primària;població de 15 anys o més;;10119
2021;Baix Ebre;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;22962
